hint_1|'거대한 기근이 징조로 나타났다; 얼마 지나지 않아, 같은 해에 이방인들이 린디스파르네에 있던 하나님의 교회를 부수고, 그 땅의 사람을 혼란스럽게 하고, 비참하게 만들었다.' 앵글로 색슨 연대기.
hint_2|'북쪽 사람들의 분노를, 어느 영주가 한 말.'
hint_3|'결합된 것들은 파괴된다, 늑대가 자유롭게 풀려난다; 내가 아는 모든 숨겨진 것들; 여전히 그 뒤 나는 거대한 공포와 거대한 힘들을 볼 수 있었다, 바로 신들의 전쟁을.', 무녀의 예언.
hint_4|'도끼의 시대, 그리고 검의 시대에 리벤에게 방패가 주어질 것이다. 바람의 시대, 그리고 늑대의 시대에 세상이 뒤집어지기 전에, 그 어떤 사람도 다른 사람에게 자비를 베풀지 않을 것이다.', 무녀의 예언.
hint_5|'절대로 창고 안에 있는 물건들보다 많은 사람을 학살하지 말아야 할 것이고, 평화를 깨지 않은 좋은 사람은 너를 다른 사람 사이에서 진정한 자신을 볼 수 있게 해줄 것이다.', 브룬트 날 사가.
hint_6|'한 명의 뒤는 취약하지, 단 한 명의 형제도 없다면 말이야.', '강력한' 그레더 사가.
hint_7|'오늘 밤 강한 바람이 분다 / 그 것은 바다의 하얀 갈기 / 나는 조용한 바다의 사냥을 두려워 않는 / 노스란드의 용맹한 전사.' (작자 미상의 고이델 시).
hint_8|'나는 많은 전사들을 학살한 것으로 유명하고, 내 친구들은 적들을 날카로운 팔시온으로 베어 피로 얼룩진 내 영혼을 한 번 이상 본 적이 있다!', 코르막 사가.
hint_9|'내 스스로가 섬기고 있는 테인의 영광을 위해 일해야 한다고 쿠 쿨린은 말했다. 나는 그들의 전사들을 학살했고, 나는 그들을 우리의 위대한 주인에게서 쫓아냈다. 나는 습격당한 가축들의 생존자다.', 테인 보 쿨린지.
hint_10|'어머니는 나를 위해서 그들이 나무 껍질을 구입해야 한다고 말했고, 그리고 아름다운 노는 바이킹들의 앞으로 나아갔다. 선미에서, 그들이 아끼는 선박을 인도하며, 그들의 천국으로 가는 길을 열었다, 많은 적들을 향해서.', 에길 스칼라그림손.
hint_11|'들으시오, 전사여. 무녀가 어떻게 당신이 우리의 주인의 적들을 쫓아내고, 그들의 목에서 피가 쏟아질 것에 대해서 말해주었소; 나는 그들이 그들의 피로 목욕하고 있는 것을 보았소!', 테인 보 쿨린지.
hint_12|'그래서 젊은 사람들은 미래를 만들어 나간다, 현명하게 평화를 향해 열린 그들의 손으로, 전쟁에서 지킬 것이다; 그래서 전사들은 스스로의 명성을 쌓을 것이고, 그들의 재산은 그들의 검의 날카로움에 달려 있다.', 베오울프 사가.
